x1,x2
2.542050800796889,3.4337269145654314
1.0160021373866348,0.7252913484158974
1.4290255936155596,1.9728776980578804
2.2079963471003747,3.2912074512860094
1.405171207731555,1.7646839349799617
0.2448484967366827,0.4364223149339441
0.3966688582982405,0.15227172449208592
1.5560521975209842,1.4597634612779213
2.1298743483022626,2.362806154846754
1.227111869354589,1.1062753195183213
1.7688035430876115,2.470300479859703
0.930626135156766,2.515416947052059
1.6469521045383004,1.3859269620890817
0.6652150192349562,0.5215662197657687
0.3084691896052725,0.09686926592379042
1.3518922512399782,1.238571679481665
1.7255188262336052,1.6318049944413513
0.9276094791548064,0.7639312011398898
-0.44885183312258325,-0.6782402213268623
1.8037298135072195,1.5801312195559314
0.9048908742257487,1.4763118192634943
2.4598136657795964,3.1278954792237883
1.4085111467779505,1.1923472348286293
2.2125061896775087,2.472007338063599
1.4075103921368672,1.2237488129882124
0.23761073842505542,0.0690866736779796
1.4160639576601772,1.1918010143204159
0.6017055834709399,1.461794646946199
0.7955392164545918,1.6901880935306242
1.8194685032256093,1.7308951947992033
