x1,x2
-0.26769958629523005,0.07527969541150625
0.33908810323848115,0.23260221382531832
-0.2951605609431499,-0.2428593951910294
0.3867695542420515,0.20203515329436428
-0.31157865329469203,0.007352202068898528
0.046885994110228424,-0.2037940053556806
-0.06779414597646038,0.018415266962782173
-0.40306966715743053,0.35047148087094104
0.015065277920668751,-0.28983911027436626
-0.07742627379503864,-0.04486855634794207
-0.14031631488069873,-0.25772556376791833
0.17754691303190606,-0.12390611612738667
-0.24912629684162546,-0.3502445015058149
0.17874278345908223,-0.12010430452254717
0.37646601316082684,-0.30159176205107663
0.14276099696718259,-0.30230425605707567
0.16457212828815493,0.309821641767682
0.33043859815376136,-0.2089327638627072
-0.029881297330490497,0.008267771168464222
0.16273604499479166,0.26854064936235655
0.23554944111883724,0.10824632205064155
-0.6033454878414313,0.06126828306469978
-0.12282807409826901,0.42283251956223467
-0.03656111467053602,0.3262036596405862
-0.18014857806679418,-0.04593723771326763
0.3093849312680028,0.17406317535818783
0.12216540034141565,0.2614357522214088
0.016616808077892564,-0.3462775524876929
-0.22643454879333635,0.03217148672881276
-0.21742100780379126,0.024337395643890147
